path,system_scope,is_product_runtime,boundary,role,loc,functions,classes,cli_entrypoint,disposition,boundary_basis
tests/e2e/test_external_source_product_e2e.py,verification,false,tests,verification,856,27,4,false,retain_test,verification-only
tests/e2e/test_frontend_execution_matrix_coverage.py,verification,false,tests,verification,1025,23,0,false,retain_test,verification-only
tests/e2e/test_live_e2e_gate.py,verification,false,tests,verification,1976,116,4,false,retain_test,verification-only
tests/e2e/test_live_production_data_gate.py,verification,false,tests,verification,473,24,2,false,retain_test,verification-only
tests/e2e/test_package10_product_grade_ci_gate.py,verification,false,tests,verification,69,4,0,false,retain_test,verification-only
tests/e2e/test_product_closeout_action_checker.py,verification,false,tests,verification,148,9,0,false,retain_test,verification-only
tests/e2e/test_product_closeout_action_matrix.py,verification,false,tests,verification,151,5,0,false,retain_test,verification-only
tests/e2e/test_product_closeout_fleet_comment.py,verification,false,tests,verification,163,7,0,false,retain_test,verification-only
tests/e2e/test_product_grade_gate_reconciliation.py,verification,false,tests,verification,180,10,0,false,retain_test,verification-only
tests/e2e/test_release_fleet_dispatch_status.py,verification,false,tests,verification,153,8,0,false,retain_test,verification-only
tests/e2e/test_release_gate_registry.py,verification,false,tests,verification,661,84,0,false,retain_test,verification-only
tests/e2e/test_release_target.py,verification,false,tests,verification,21,1,0,false,retain_test,verification-only
tests/e2e/test_remote_staging_proof_checker.py,verification,false,tests,verification,133,7,1,false,retain_test,verification-only
tests/e2e/test_seed_product_e2e_data.py,verification,false,tests,verification,126,13,2,false,retain_test,verification-only
tests/integration/__init__.py,verification,false,tests,verification,1,0,0,false,retain_test,verification-only
tests/integration/_authz.py,verification,false,tests,verification,62,1,0,false,retain_test,verification-only
tests/integration/_learninghub_fixtures.py,verification,false,tests,verification,167,4,0,false,retain_test,verification-only
tests/integration/test_adlift_incrementality.py,verification,false,tests,verification,415,15,0,false,retain_test,verification-only
tests/integration/test_assisted_listing_evidence_export.py,verification,false,tests,verification,107,2,0,false,retain_test,verification-only
tests/integration/test_assisted_listing_identity.py,verification,false,tests,verification,91,2,0,false,retain_test,verification-only
tests/integration/test_assisted_listing_intake_outbox.py,verification,false,tests,verification,284,9,0,false,retain_test,verification-only
tests/integration/test_assisted_listing_intake_persistence.py,verification,false,tests,verification,437,13,0,false,retain_test,verification-only
tests/integration/test_assisted_listing_intake_worker.py,verification,false,tests,verification,82,2,0,false,retain_test,verification-only
tests/integration/test_assisted_listing_postgresql_runtime.py,verification,false,tests,verification,385,10,0,false,retain_test,verification-only
tests/integration/test_assisted_listing_promotion.py,verification,false,tests,verification,405,10,2,false,retain_test,verification-only
tests/integration/test_assisted_listing_snapshots.py,verification,false,tests,verification,411,10,0,false,retain_test,verification-only
tests/integration/test_audit_evidence_export.py,verification,false,tests,verification,208,3,0,false,retain_test,verification-only
tests/integration/test_audit_evidence_persistence.py,verification,false,tests,verification,962,24,1,false,retain_test,verification-only
tests/integration/test_auth_boundary_authz.py,verification,false,tests,verification,267,12,0,false,retain_test,verification-only
tests/integration/test_avm_official_outcome_contract.py,verification,false,tests,verification,156,4,0,false,retain_test,verification-only
